1	JFK	4010.0
2	LGA	13519.0
3	JFK	3929.0
4	LGA	12710.0
5	JFK	4805.0
6	LGA	7772.0
7	JFK	3923.0
1	LGA	12849.0
2	JFK	3802.0
3	LGA	13307.0
4	JFK	3759.0
5	LGA	14355.0
6	JFK	3642.0
7	LGA	8371.0
